净值日期,单位净值,日增长率,基金代码
2013-05-10,1.0,0.0,000063
2013-05-17,1.0,0.0,000063
2013-05-24,0.997,-0.3,000063
2013-05-31,0.998,0.1003,000063
2013-06-06,0.988,-1.002,000063
2013-06-07,0.981,-0.7085,000063
2013-06-13,0.968,-1.3252,000063
2013-06-14,0.971,0.3099,000063
2013-06-17,0.967,-0.4119,000063
2013-06-18,0.972,0.5171,000063
2013-06-19,0.965,-0.7202,000063
2013-06-20,0.939,-2.6943,000063
2013-06-21,0.939,0.0,000063
2013-06-24,0.886,-5.6443,000063
2013-06-25,0.886,0.0,000063
2013-06-26,0.883,-0.3386,000063
2013-06-27,0.884,0.1133,000063
2013-06-28,0.905,2.3756,000063
2013-06-30,0.905,0.0,000063
2013-07-01,0.906,0.1105,000063
2013-07-02,0.906,0.0,000063
2013-07-03,0.899,-0.7726,000063
2013-07-04,0.905,0.6674,000063
2013-07-05,0.908,0.3315,000063
2013-07-08,0.886,-2.4229,000063
2013-07-09,0.886,0.0,000063
2013-07-10,0.907,2.3702,000063
2013-07-11,0.951,4.8512,000063
2013-07-12,0.927,-2.5237,000063
2013-07-15,0.939,1.2945,000063
2013-07-16,0.941,0.213,000063
2013-07-17,0.928,-1.3815,000063
2013-07-18,0.913,-1.6164,000063
2013-07-19,0.894,-2.0811,000063
2013-07-22,0.898,0.4474,000063
2013-07-23,0.922,2.6726,000063
2013-07-24,0.914,-0.8677,000063
2013-07-25,0.911,-0.3282,000063
2013-07-26,0.907,-0.4391,000063
2013-07-29,0.888,-2.0948,000063
2013-07-30,0.894,0.6757,000063
2013-07-31,0.895,0.1119,000063
2013-08-01,0.914,2.1229,000063
2013-08-02,0.914,0.0,000063
2013-08-05,0.924,1.0941,000063
2013-08-06,0.926,0.2165,000063
2013-08-07,0.922,-0.432,000063
2013-08-08,0.919,-0.3254,000063
2013-08-09,0.923,0.4353,000063
2013-08-12,0.952,3.1419,000063
2013-08-13,0.956,0.4202,000063
2013-08-14,0.95,-0.6276,000063
2013-08-15,0.941,-0.9474,000063
2013-08-16,0.938,-0.3188,000063
2013-08-19,0.948,1.0661,000063
2013-08-20,0.94,-0.8439,000063
2013-08-21,0.938,-0.2128,000063
2013-08-22,0.935,-0.3198,000063
2013-08-23,0.928,-0.7487,000063
2013-08-26,0.946,1.9397,000063
2013-08-27,0.947,0.1057,000063
2013-08-28,0.942,-0.528,000063
2013-08-29,0.94,-0.2123,000063
2013-08-30,0.939,-0.1064,000063
2013-09-02,0.941,0.213,000063
2013-09-03,0.953,1.2752,000063
2013-09-04,0.952,-0.1049,000063
2013-09-05,0.95,-0.2101,000063
2013-09-06,0.957,0.7368,000063
2013-09-09,0.997,4.1797,000063
2013-09-10,1.012,1.5045,000063
2013-09-11,1.016,0.3953,000063
2013-09-12,1.033,1.6732,000063
2013-09-13,1.023,-0.9681,000063
2013-09-16,1.021,-0.1955,000063
2013-09-17,0.999,-2.1548,000063
2013-09-18,1.001,0.2002,000063
2013-09-23,1.01,0.8991,000063
2013-09-24,0.986,-2.3762,000063
2013-09-25,0.98,-0.6085,000063
2013-09-26,0.965,-1.5306,000063
2013-09-27,0.97,0.5181,000063
2013-09-30,0.973,0.3093,000063
2013-10-08,0.983,1.0277,000063
2013-10-09,0.987,0.4069,000063
2013-10-10,0.973,-1.4184,000063
