净值日期,单位净值,日增长率,基金代码
2013-04-24,1.0,0.0,000033
2013-04-26,1.0,0.0,000033
2013-05-03,1.001,0.1,000033
2013-05-10,1.001,0.0,000033
2013-05-17,1.001,0.0,000033
2013-05-24,1.002,0.0999,000033
2013-05-31,1.003,0.0998,000033
2013-06-05,1.003,0.0,000033
2013-06-06,1.003,0.0,000033
2013-06-07,1.003,0.0,000033
2013-06-13,1.003,0.0,000033
2013-06-14,1.003,0.0,000033
2013-06-17,1.003,0.0,000033
2013-06-18,1.003,0.0,000033
2013-06-19,1.003,0.0,000033
2013-06-20,1.0,-0.2991,000033
2013-06-21,1.0,0.0,000033
2013-06-24,0.999,-0.1,000033
2013-06-25,0.999,0.0,000033
2013-06-26,1.001,0.2002,000033
2013-06-27,1.002,0.0999,000033
2013-06-28,1.003,0.0998,000033
2013-06-30,1.003,0.0,000033
2013-07-01,1.003,0.0,000033
2013-07-02,1.004,0.0997,000033
2013-07-03,1.005,0.0996,000033
2013-07-04,1.005,0.0,000033
2013-07-05,1.005,0.0,000033
2013-07-08,1.006,0.0995,000033
2013-07-09,1.006,0.0,000033
2013-07-10,1.005,-0.0994,000033
2013-07-11,1.004,-0.0995,000033
2013-07-12,1.003,-0.0996,000033
2013-07-15,1.003,0.0,000033
2013-07-16,1.002,-0.0997,000033
2013-07-17,1.001,-0.0998,000033
2013-07-18,1.0,-0.0999,000033
2013-07-19,0.998,-0.2,000033
2013-07-22,0.997,-0.1002,000033
2013-07-23,0.995,-0.2006,000033
2013-07-24,0.994,-0.1005,000033
2013-07-25,0.996,0.2012,000033
2013-07-26,0.997,0.1004,000033
2013-07-29,0.997,0.0,000033
2013-07-30,0.997,0.0,000033
2013-07-31,0.997,0.0,000033
2013-08-01,0.999,0.2006,000033
2013-08-02,1.0,0.1001,000033
2013-08-05,1.0,0.0,000033
2013-08-06,0.999,-0.1,000033
2013-08-07,0.999,0.0,000033
2013-08-08,0.997,-0.2002,000033
2013-08-09,0.996,-0.1003,000033
2013-08-12,0.995,-0.1004,000033
2013-08-13,0.993,-0.201,000033
2013-08-14,0.991,-0.2014,000033
2013-08-15,0.988,-0.3027,000033
2013-08-16,0.987,-0.1012,000033
2013-08-19,0.987,0.0,000033
2013-08-20,0.985,-0.2026,000033
2013-08-21,0.985,0.0,000033
2013-08-22,0.985,0.0,000033
2013-08-23,0.986,0.1015,000033
2013-08-26,0.987,0.1014,000033
2013-08-27,0.988,0.1013,000033
2013-08-28,0.988,0.0,000033
2013-08-29,0.988,0.0,000033
2013-08-30,0.988,0.0,000033
2013-09-02,0.988,0.0,000033
2013-09-03,0.988,0.0,000033
2013-09-04,0.988,0.0,000033
2013-09-05,0.987,-0.1012,000033
2013-09-06,0.987,0.0,000033
2013-09-09,0.987,0.0,000033
2013-09-10,0.988,0.1013,000033
2013-09-11,0.987,-0.1012,000033
2013-09-12,0.987,0.0,000033
2013-09-13,0.986,-0.1013,000033
2013-09-16,0.987,0.1014,000033
2013-09-17,0.987,0.0,000033
2013-09-18,0.987,0.0,000033
2013-09-23,0.989,0.2026,000033
2013-09-24,0.988,-0.1011,000033
2013-09-25,0.988,0.0,000033
2013-09-26,0.989,0.1012,000033
2013-09-27,0.989,0.0,000033
2013-09-30,0.989,0.0,000033
2013-10-08,0.99,0.1011,000033
2013-10-09,0.99,0.0,000033
2013-10-10,0.99,0.0,000033
2013-10-11,0.99,0.0,000033
2013-10-14,0.99,0.0,000033
2013-10-15,0.99,0.0,000033
2013-10-16,0.989,-0.101,000033
2013-10-17,0.988,-0.1011,000033
2013-10-18,0.988,0.0,000033
2013-10-21,0.989,0.1012,000033
2013-10-22,0.988,-0.1011,000033
2013-10-23,0.987,-0.1012,000033
2013-10-24,0.984,-0.304,000033
2013-10-25,0.982,-0.2033,000033
2013-10-28,0.982,0.0,000033
2013-10-29,0.982,0.0,000033
2013-10-30,0.981,-0.1018,000033
2013-10-31,0.981,0.0,000033
2013-11-01,0.981,0.0,000033
2013-11-04,0.982,0.1019,000033
2013-11-05,0.982,0.0,000033
2013-11-06,0.982,0.0,000033
2013-11-07,0.982,0.0,000033
2013-11-08,0.982,0.0,000033
2013-11-11,0.98,-0.2037,000033
2013-11-12,0.98,0.0,000033
2013-11-13,0.979,-0.102,000033
2013-11-14,0.977,-0.2043,000033
2013-11-15,0.976,-0.1024,000033
2013-11-18,0.976,0.0,000033
2013-11-19,0.974,-0.2049,000033
2013-11-20,0.971,-0.308,000033
2013-11-21,0.97,-0.103,000033
2013-11-22,0.968,-0.2062,000033
2013-11-25,0.966,-0.2066,000033
2013-11-26,0.962,-0.4141,000033
2013-11-27,0.962,0.0,000033
2013-11-28,0.961,-0.104,000033
2013-11-29,0.962,0.1041,000033
2013-12-02,0.962,0.0,000033
2013-12-03,0.962,0.0,000033
2013-12-04,0.963,0.104,000033
2013-12-05,0.962,-0.1038,000033
2013-12-06,0.959,-0.3119,000033
2013-12-09,0.958,-0.1043,000033
2013-12-10,0.959,0.1044,000033
2013-12-11,0.962,0.3128,000033
2013-12-12,0.961,-0.104,000033
2013-12-13,0.961,0.0,000033
2013-12-16,0.961,0.0,000033
2013-12-17,0.961,0.0,000033
2013-12-18,0.96,-0.1041,000033
2013-12-19,0.959,-0.1042,000033
2013-12-20,0.958,-0.1043,000033
2013-12-23,0.956,-0.2088,000033
2013-12-24,0.957,0.1046,000033
2013-12-25,0.957,0.0,000033
2013-12-26,0.957,0.0,000033
2013-12-27,0.957,0.0,000033
2013-12-30,0.956,-0.1045,000033
2013-12-31,0.955,-0.1046,000033
2014-01-02,0.955,0.0,000033
2014-01-03,0.954,-0.1047,000033
2014-01-06,0.955,0.1048,000033
2014-01-07,0.954,-0.1047,000033
2014-01-08,0.954,0.0,000033
2014-01-09,0.954,0.0,000033
2014-01-10,0.954,0.0,000033
2014-01-13,0.956,0.2096,000033
2014-01-14,0.958,0.2092,000033
2014-01-15,0.958,0.0,000033
2014-01-16,0.959,0.1044,000033
2014-01-17,0.959,0.0,000033
2014-01-20,0.959,0.0,000033
2014-01-21,0.96,0.1043,000033
2014-01-22,0.96,0.0,000033
2014-01-23,0.961,0.1042,000033
2014-01-24,0.961,0.0,000033
2014-01-27,0.962,0.1041,000033
2014-01-28,0.962,0.0,000033
2014-01-29,0.962,0.0,000033
2014-01-30,0.962,0.0,000033
2014-02-07,0.963,0.104,000033
2014-02-10,0.964,0.1038,000033
2014-02-11,0.964,0.0,000033
2014-02-12,0.965,0.1037,000033
2014-02-13,0.966,0.1036,000033
2014-02-14,0.966,0.0,000033
2014-02-17,0.968,0.207,000033
2014-02-18,0.969,0.1033,000033
2014-02-19,0.97,0.1032,000033
2014-02-20,0.97,0.0,000033
2014-02-21,0.971,0.1031,000033
2014-02-24,0.973,0.206,000033
2014-02-25,0.975,0.2055,000033
2014-02-26,0.976,0.1026,000033
2014-02-27,0.979,0.3074,000033
2014-02-28,0.98,0.1021,000033
2014-03-03,0.98,0.0,000033
2014-03-04,0.978,-0.2041,000033
2014-03-05,0.977,-0.1022,000033
2014-03-06,0.977,0.0,000033
2014-03-07,0.978,0.1024,000033
2014-03-10,0.978,0.0,000033
