净值日期,单位净值,日增长率,基金代码
2013-04-18,1.0,0.0,000068
2013-04-19,1.0,0.0,000068
2013-04-26,0.998,-0.2,000068
2013-05-03,1.0,0.2004,000068
2013-05-10,1.004,0.4,000068
2013-05-17,1.007,0.2988,000068
2013-05-20,1.009,0.1986,000068
2013-05-21,1.007,-0.1982,000068
2013-05-22,1.003,-0.3972,000068
2013-05-23,1.001,-0.1994,000068
2013-05-24,1.002,0.0999,000068
2013-05-27,1.002,0.0,000068
2013-05-28,1.007,0.499,000068
2013-05-29,1.009,0.1986,000068
2013-05-30,1.006,-0.2973,000068
2013-05-31,1.006,0.0,000068
2013-06-03,1.005,-0.0994,000068
2013-06-04,1.002,-0.2985,000068
2013-06-05,1.002,0.0,000068
2013-06-06,0.999,-0.2994,000068
2013-06-07,0.995,-0.4004,000068
2013-06-13,0.987,-0.804,000068
2013-06-14,0.988,0.1013,000068
2013-06-17,0.989,0.1012,000068
2013-06-18,0.991,0.2022,000068
2013-06-19,0.986,-0.5045,000068
2013-06-20,0.97,-1.6227,000068
2013-06-21,0.973,0.3093,000068
2013-06-24,0.957,-1.6444,000068
2013-06-25,0.964,0.7315,000068
2013-06-26,0.968,0.4149,000068
2013-06-27,0.969,0.1033,000068
2013-06-28,0.97,0.1032,000068
2013-06-30,0.971,0.1031,000068
2013-07-01,0.976,0.5149,000068
2013-07-02,0.978,0.2049,000068
2013-07-03,0.976,-0.2045,000068
2013-07-04,0.976,0.0,000068
2013-07-05,0.978,0.2049,000068
2013-07-08,0.972,-0.6135,000068
2013-07-09,0.973,0.1029,000068
2013-07-10,0.976,0.3083,000068
2013-07-11,0.982,0.6148,000068
2013-07-12,0.977,-0.5092,000068
2013-07-15,0.981,0.4094,000068
2013-07-16,0.981,0.0,000068
2013-07-17,0.976,-0.5097,000068
2013-07-18,0.97,-0.6148,000068
2013-07-19,0.965,-0.5155,000068
2013-07-22,0.965,0.0,000068
2013-07-23,0.972,0.7254,000068
2013-07-24,0.972,0.0,000068
2013-07-25,0.97,-0.2058,000068
2013-07-26,0.97,0.0,000068
2013-07-29,0.965,-0.5155,000068
2013-07-30,0.965,0.0,000068
2013-07-31,0.966,0.1036,000068
2013-08-01,0.972,0.6211,000068
2013-08-02,0.973,0.1029,000068
2013-08-05,0.979,0.6166,000068
2013-08-06,0.988,0.9193,000068
2013-08-07,0.984,-0.4049,000068
2013-08-08,0.985,0.1016,000068
2013-08-09,0.988,0.3046,000068
2013-08-12,0.993,0.5061,000068
2013-08-13,0.992,-0.1007,000068
2013-08-14,0.992,0.0,000068
2013-08-15,0.985,-0.7056,000068
2013-08-16,0.98,-0.5076,000068
2013-08-19,0.988,0.8163,000068
2013-08-20,0.988,0.0,000068
2013-08-21,0.982,-0.6073,000068
2013-08-22,0.982,0.0,000068
2013-08-23,0.98,-0.2037,000068
2013-08-26,0.989,0.9184,000068
2013-08-27,0.99,0.1011,000068
2013-08-28,0.989,-0.101,000068
2013-08-29,0.988,-0.1011,000068
2013-08-30,0.989,0.1012,000068
2013-09-02,0.992,0.3033,000068
2013-09-03,1.001,0.9073,000068
2013-09-04,0.999,-0.1998,000068
2013-09-05,0.999,0.0,000068
2013-09-06,1.0,0.1001,000068
2013-09-09,1.013,1.3,000068
2013-09-10,1.016,0.2962,000068
2013-09-11,1.016,0.0,000068
2013-09-12,1.017,0.0984,000068
2013-09-13,1.014,-0.295,000068
2013-09-16,1.008,-0.5917,000068
2013-09-17,1.001,-0.6944,000068
2013-09-18,1.001,0.0,000068
2013-09-23,1.009,0.7992,000068
2013-09-24,1.007,-0.1982,000068
2013-09-25,1.002,-0.4965,000068
2013-09-26,0.989,-1.2974,000068
2013-09-27,0.985,-0.4044,000068
2013-09-30,0.988,0.3046,000068
2013-10-08,0.993,0.5061,000068
2013-10-09,0.995,0.2014,000068
2013-10-10,0.99,-0.5025,000068
2013-10-11,0.999,0.9091,000068
2013-10-14,1.0,0.1001,000068
2013-10-15,0.999,-0.1,000068
2013-10-16,0.993,-0.6006,000068
2013-10-17,0.99,-0.3021,000068
2013-10-18,0.991,0.101,000068
2013-10-21,1.001,1.0091,000068
2013-10-22,0.997,-0.3996,000068
2013-10-23,0.99,-0.7021,000068
2013-10-24,0.983,-0.7071,000068
2013-10-25,0.969,-1.4242,000068
2013-10-28,0.963,-0.6192,000068
2013-10-29,0.961,-0.2077,000068
2013-10-30,0.974,1.3528,000068
2013-10-31,0.964,-1.0267,000068
